actv,crnt_flg,description,enddate,frequency,id,longres,name,prefix,processlevel,satinorbit,startdate,suffix,techdoc
Active,0,Upper Tropospheric Humidity from IMAGER,2025-07-02,Half Hourly,371,Pixel - Pixel,3SIMG_L2B_UTH,3SIMG,L2B,C,2024-05-17,L2B_UTH_V*.jpg,
Active,0,Day-time cloud microphysical parameters from visible and SWIR channels of INSAT-3S imager,2025-07-02,"HALF HOURLY,  01:30 to 11:30 GMT",381,0.01 - 0.01,3SIMG_L2C_CMP,3SIMG,L2C,C,2024-07-14,"L2C_CER_V*.jpg,L2C_COT_V*.jpg",
Active,0,"Night time FOG is derived from TIR-1 and MIR channel brightness temperature over Indian region. However, for day time visible channel reflectance and TIR-1 channel brightness temperature has been used. The algorithm involves detection of different thresholds following an image based approach to detect FOG",2025-07-02,Half Hourly,383, - ,3SIMG_L2C_FOG,3SIMG,L2C,C,2024-05-17,L2C_FOG_V*.jpg,
Active,0,INSAT-3S derived INSOLATION,2025-07-02,half hourly,384, - ,3SIMG_L2C_INS,3SIMG,L2C,C,2024-06-14,L2C_INS_V*.jpg,
Active,0,Snow cover derived from IMAGER,2025-07-02,once a day,382,Pixel - Pixel,3SIMG_L2C_SNW,3SIMG,L2C,C,2024-05-17,L2C_SNW_V*.jpg,
Active,0,"The AOD product provides the aerosol optical thickness, at 650 nm and 4 Km spatial resolution over both land and ocean surfaces with root mean square (RMS) error of ÃÂ±0.1.",2025-07-02,Half Hourly,385, - ,3SIMG_L2G_AOD,3SIMG,L2G,C,2024-09-11,L2G_AOD_V*.jpg,
Active,0,Rainfall from INSAT-3S Imager channels is derived based on two methodologies: (i) Rainfall Estimation by GOES Precipitation Index (GPI) (ii) INSAT Multispectral Rainfall Algorithm . ,2025-07-02,Half Hourly,386, - ,3SIMG_L2G_GPI,3SIMG,L2G,C,2024-05-17,L2G_GPI_V*.jpg,
Active,0,Indian Multi Spectral rainfall from IMAGER,2025-07-02,Half Hourly,387,.25 - .25,3SIMG_L2G_IMR,3SIMG,L2G,C,2024-05-17,L2G_IMR_V*.jpg,
Active,0,"Wind Derived Product, Upper level divergence, lower level convergence, wind shear, mid-level wind shear, 24 hour wind shear tendency, vorticity(200,500,700,850mb) using INSAT-3S AMVs.",2025-07-02,Half Hourly,388,0.5 - 0.5,3SIMG_L2G_WDP,3SIMG,L2G,C,2024-05-17,"L2G_MIDSH.jpg,L2G_SHEAR.jpg,L2G_VOR200mb.jpg,L2G_VOR500mb.jpg,L2G_VOR850mb.jpg,L2G_VOR700mb.jpg,L2G_LOWCON.jpg,L2G_UPDIV.jpg,L2G_SHTEN.jpg,L2G_MIDSH_V*.jpg,L2G_SHEAR_V*.jpg,L2G_VOR200mb_V*.jpg,L2G_VOR500mb_V*.jpg,L2G_VOR850mb_V*.jpg,L2G_VOR700mb_V*.jpg,L2G_LOWCON_V*.jpg,L2G_UPDIV_V*.jpg,L2G_SHTEN_V*.jpg",
Active,0,"INSAT-3S Infrared, Visible, Water Vapour channel derived Wind",2025-07-02,Half Hourly,422, - ,3SIMG_L2P_AMV,3SIMG,L2P,C,2024-05-16,"L2P_IRW_V*.gif,L2P_VSW_V*.gif,L2P_MRW_V*.gif,L2P_WVW_V*.gif",
Active,0,This is an Active FIRE product which shows that the pixel is warm enough to be qualified as fire. This is derived using MIR (T3) and TIR1 (T5) channel BT from INSAT-3S imager. ,2025-07-02,HALF HOURLY,389,4 - 4,3SIMG_L2P_FIR,3SIMG,L2P,C,2024-06-11,L2P_FIR_V*.jpg,
Active,0,INSAT-3S Infrared channel derived Wind,2024-09-20,Half Hourly,390, - ,3SIMG_L2P_IRW,3SIMG,L2P,C,2024-05-17,"L2P_IRW.gif,L2P_LOW.gif,L2P_IRW_V*.gif,L2P_LOW_V*.gif",
Active,0,Winds derived using MIR band data of IMAGER,2024-09-20,HALF HOURLY,391,4 - 4,3SIMG_L2P_MRW,3SIMG,L2,C,2024-05-17,"L2P_MRW.gif,L2P_MRW_V*.gif",
Active,0,"This is an Active Smoke product which shows that the pixel is to be qualified as smoke.Inputs to the algorithm will include geo-referenced, corrected  Albedo, Digital counts for Visible channel and geo-referenced Brightness temperature for MIR,TIR1, TIR2. ",2025-07-02,HALF HOURLY,392,4 - 4,3SIMG_L2P_SMK,3SIMG,L2P,C,2024-05-17,L2P_SMK_V*.jpg,
Active,0,Winds derived using Visible band data of IMAGER,2024-09-20,HALF HOURLY,393,4 - 4,3SIMG_L2P_VSW,3SIMG,L2,C,2024-05-17,"L2P_VSW.gif,L2P_VSW_V*.gif",
Active,0,Water vapour derived wind vectors,2024-09-20,Half Hourly,394, - ,3SIMG_L2P_WVW,3SIMG,L2P,C,2024-05-17,"L2P_WVW.gif,L2P_HIG.gif,L2P_WVW_V*.gif,L2P_HIG_V*.gif",
Active,0,Daily HEM  from INSAT-3S,2025-07-01,Daily,395, - ,3SIMG_L3B_HEM_DLY,3SIMG,L3,C,2024-05-17,L3B_HEM_DLY_V*.jpg,
Active,0,Daily Rainfall derived using IMC algorithm from INSAT-3DS IMAGER,2025-07-01,DAILY,419,pixel - pixel,3SIMG_L3B_IMC_DLY,3SIMG,L3B,C,2024-05-17,L3B_IMC_DLY_V*.jpg,
Active,0,Daily Land surface temperature (LST) from INSAT-3DS IMAGER,2025-07-01,DAILY,418,Pixel - Pixel,3SIMG_L3B_LST_DLY,3SIMG,L3B,C,2024-06-11,"L3B_LST_MIN_DLY*.jpg,L3B_LST_MAX_DLY*.jpg",
Active,0,Daily OLR from INSAT-3S,2025-07-01,Daily,397, - ,3SIMG_L3B_OLR_DLY,3SIMG,L3,C,2024-05-17,L3B_OLR_DLY_V*.jpg,
Active,0,Daily SST from INSAT-3S,2025-07-01,Daily,399, - ,3SIMG_L3B_SST_DLY,3SIMG,L3,C,2024-05-17,"L3B_SST_REG_DLY*.jpg,L3B_SST_VAR_DLY*.jpg",
Active,0,Daily SWR from INSAT-3S,2025-07-01,Daily,420, - ,3SIMG_L3B_SWR_DLY,3SIMG,L3B,C,2024-05-17,L3B_SWR_DLY_V*.jpg,
Active,0,Daily UTH from INSAT-3S,2025-07-01,Daily,401, - ,3SIMG_L3B_UTH_DLY,3SIMG,L3,C,2024-05-17,L3B_UTH_DLY_V*.jpg,
Active,0,INSAT-3S derived INSOLATION,2025-07-01,daily,403, - ,3SIMG_L3C_INS_DLY,3SIMG,L3,C,2024-07-21,L3C_INS_DLY_V*.jpg,
Active,0,"Evapotranspiration (ET) is one of the important processes in the terrestrial water cycle. About 65% of rainwater is lost to the atmosphere due to the combined processes of evaporation and transpiration. In a given climate, reference evapotranspiration (ET0) is defined as the maximum evaporative demand of the atmosphere from a well-watered surface independent of crop type, crop development, and management practice. ",2025-07-01,DAILY,404, - ,3SIMG_L3C_PET_DLY,3SIMG,L3,C,2024-07-21,L3C_PET_DLY_V*.jpg,
Active,0,Daily GPI from INSAT-3S,2025-07-01,Daily,405, - ,3SIMG_L3G_GPI_DLY,3SIMG,L3,C,2024-05-17,L3G_GPI_DLY_V*.jpg,
Active,0,Daily IMR Rain  from INSAT-3S,2025-07-01,Daily,407, - ,3SIMG_L3G_IMR_DLY,3SIMG,L3,C,2024-05-17,L3G_IMR_DLY_V*.jpg,
